book,chapter,verse,title,commentary
Daniel,11,7,A branch of her roots,"Ptolemy III Euergetes, son of Ptolemy II and brother of Berenice, succeeded his father in 246 B.C., and invaded Syria in revenge for his sister’s murder. Shall prevail. Ptolemy III seems to have been entirely victorious in his campaign against Seleucus II. He pressed his conquests inland at least as far as Mesopotamia— though he boasted of having penetrated to Bactria—and he established Egyptian sea power on the Mediterranean."
Daniel,11,8,Egypt,"This sole occurrence (until v. 42) of the actual name of the country of “the king of the south” establishes beyond doubt the identity of that land. Their gods. The Decree of Canopus (239/238 B.C.) states in praise of Ptolemy III: “‘And the sacred images carried off from the land by the Persians, the king having made a foreign campaign, recovered into Egypt, and restored to the temples from which each of them had been carried away’” (translation in J. P. Mahaffy, A History of Egypt Under the Ptolemaic Dynasty [New York: Charles Scribner’s Sons, 1899], p. 113). Jerome (Commentariorum in Danielem Liber, ch. XI, in J. P. Migne, Patrologia Latina, vol. 25, col. 561) states that Ptolemy III brought back immense booty to Egypt. He shall continue. Literally, “he shall stand,” that is, “he shall refrain from attacking the king of the north” (RSV). Although it is possible to translate the Hebrew as does the KJV, the fact that Ptolemy III died in 222 B.C., not two years after Seleucus III, would seem to make such a rendering not very meaningful. On the other hand, since in his latter years Ptolemy was not engaged in warfare of any importance, the alternative translation of the Hebrew seems more reasonable."
Daniel,11,9,King of the south,"The Hebrew here may be understood either as in the KJV, where “king of the south” is taken as the subject of the sentence (so also Vulgate, Syriac), or as in the LXX, Theodotion, ASV, and RSV, where “king of the south” is attached to “kingdom.” The latter versions support the reading, “He will come into the kingdom of the king of the south.” This translation seems preferable because it follows more naturally the Hebrew word order; it does not necessitate the insertion of the word “his” before kingdom, and it makes the verse more meaningful and less redundant. If this translation is accepted, the verse is doubtless to be interpreted as a reference to the fact that after Ptolemy III had returned to Egypt, Seleucus re-established his authority and marched against that country, hoping to retrieve his riches and regain his prestige. Return into his own land. Seleucus was defeated and forced to return to Syria emptyhanded (about 240 B.C.)."
Daniel,11,10,His sons,"That is, the two sons of Seleucus II, Seleucus III Ceraunus Soter (226/225–223/222 B.C.), who was murdered after a short reign, and Antiochus III, the Great (223/222–188/187 B.C.). Overflow, and pass through. In 219 B.C., Antiochus III initiated his campaign for southern Syria and Palestine by retaking Seleucia, the port of Antioch. Thereafter he set out upon a systematic campaign to conquer Palestine from his rival, Ptolemy IV Philopator (222–204 B.C.), during which he penetrated Transjordan."
Daniel,11,11,Moved with choler,"For the meaning of the expression see on ch. 8:7. In 217 B.C., Ptolemy IV met Antiochus at Raphia near the Palestine-Egyptian border. He. The antecedents of the various pronouns in this verse become clearer when it is recognized that the passage is in the form of a Hebrew inverted parallelism in which the first and fourth elements, and the second and third, are in parallel. Thus in this verse the references are as follows: King of the south, king of the north, he (king of the north), his (king of the south). See Vol. III, p. 27. A great multitude. Polybius, the leading ancient historian for this period, states that Antiochus’ army numbered 62,000 infantry, 6,000 cavalry, and 102 elephants (Histories v. 79). Ptolemy’s troops seem to have been of about the same number. Compare the reference to “ten thousands” in v. 12. Given into his hand. The Battle of Raphia (217 B.C.), between Antiochus III and Ptolemy IV, resulted in a stinging defeat for the former, who is reported to have lost 10,000 infantry and 300 cavalry, plus 4,000 prisoners."
Daniel,11,12,He,"That is, Ptolemy IV. Not be strengthened. Indolent and dissolute, Ptolemy failed to make the best of his victory at Raphia. In the meantime, during the years 212–204 B.C. Antiochus III turned his energies to recovering his eastern territories, and campaigned successfully as far as the border of India. Ptolemy IV’s death (205? B.C.) was concealed for some time; then a son, aged four or five, succeeded him as Ptolemy V Epiphanes (204–180 B.C.)."
Daniel,11,13,Shall return,"The accession of the child Ptolemy V presented Antiochus III with the opportunity of avenging himself upon the Egyptians. In 201 B.C. he invaded Palestine again. After certain years. Literally, “at the end of times, years.” The reference is probably to the period of some 16 years (217–201 B.C.) between the Battle of Raphia (see on v. 11) and Antiochus’ second campaign against the south."
Daniel,11,14,In those times,"Beginning with this verse, interpretations of the remainder of the chapter differ widely. One group of commentators considers that vs. 14–45 continue to narrate the subsequent history of the Seleucid and Ptolemaic kings. Others hold the view that with v. 14 the next great world empire, Rome, enters the scene, and that vs. 14–35 sketch the course of that empire and of the Christian church. Here or at some point later in the chapter many commentators find reference to Antiochus IV (Epiphanes), who ruled from 175 to 164/163 B.C., and to the national crisis that his policy of Hellenization brought upon the Jews. It is, of course, an undeniable historical fact that the attempt of Antiochus to force the Jews to give up their national religion and culture, and to adopt in its place the religion, culture, and language of the Greeks, is the most significant event in Jewish history during the entire intertestament period. The threat posed by Antiochus Epiphanes confronted the Jews with a crisis comparable to the crises precipitated by Pharaoh, Sennacherib, Nebuchadnezzar, Haman, and Titus. During his brief reign of 12 years Antiochus very nearly exterminated the religion and culture of the Jews. He stripped the sanctuary of all its treasures, plundered Jerusalem, left the city and its walls in ruins, slew thousands of Jews, and carried others into exile as slaves. A royal edict commanded them to abandon all rites of their own religion and to live as heathen. They were forced to erect pagan altars in every Judean town, to offer swine’s flesh upon them, and to surrender every copy of their Scriptures to be torn up and burned. Antiochus offered swine before a pagan idol set up in the Jewish Temple. His suspension of the Jewish sacrifices (either 168–165 or 167–164 B.C., by two methods of reckoning the Seleucid Era; see Vol. V. p. 25n) endangered the survival of the Jewish religion and the identity of the Jews as a people. Eventually the Jews rose in revolt and drove the forces of Antiochus from Judea. They even succeeded in repelling an army sent by Antiochus for the specific purpose of exterminating them as a nation. Free once more from his oppressive hand, they restored the Temple, set up a new altar, and again offered sacrifice (1 Macc. 4:36–54). Entering into an alliance with Rome a few years later (161 B.C.), the Jews enjoyed nearly a century of comparative independence and prosperity under Roman protection, until Judea became a Roman ethnarchy in 63 B.C. Those who hold that Antiochus Epiphanes is mentioned in vs. 14, 15 see the “robbers” as those Jews who turned traitors to their own countrymen and assisted Antiochus in the execution of his cruel and blasphemous decrees and policies. For a detailed account of the bitter experiences of the Jews during this evil time, see 1 Macc. 1 and 2; Josephus Antiquities xii. 6, 7; Wars i. 1. It is possible that the crisis occasioned by the policies of Antiochus Epiphanes is referred to in ch. 11, though there is considerable difference of opinion as to which part of the prophecy takes notice of him. To recognize that the activities of Antiochus Epiphanes are referred to in ch. 11 does not require that he be considered the subject of prophecy in chs. 7 or 8, any more than the mention of other Seleucid kings requires that they be considered the subject of prophecy in those chapters. The robbers of thy people. Literally, “the sons of the breakers of thy people.” This expression may be understood subjectively, “the children of the violent among thy people” (ASV; cf. RSV). Thus understood, it probably applies to those among the Jews who saw in the international strife of their times an opportunity to further their own national interests, and were willing to go beyond the bounds of law to accomplish them. On the other hand, if understood objectively, the passage would mean, “those who act violently against thy people.” In this sense it has been taken as referring to the Romans, who eventually (63 B.C.) robbed the Jews of their independence, and later (in A.D. 70 and 135) destroyed the Temple and the city of Jerusalem. It was, in fact, during the reign of Antiochus III (see on vs. 10–13) that the Romans, interfering to protect the interests of their allies, Pergamum, Rhodes, Athens, and Egypt, first made themselves felt in the affairs of Syria and Egypt."
Daniel,11,15,King of the north,"Following the parenthetical remarks of v. 14, this verse continues the narrative begun in v. 13 concerning Antiochus’ second campaign in Palestine. Mount. Heb. solelah, “a mound,” that is, “siegeworks.” The most fenced cities. Heb. ‘ir mibṣaroth, literally, “a city of fortifications.” The reference is possibly to Gaza, which fell to Antiochus III in 201 B.C., after a considerable siege. Some commentators understand this passage to refer to Sidon, where Antiochus cornered an Egyptian army in this same war, and after a siege forced the Egyptians to surrender. Arms. A symbol of strength (see vs. 22, 31)."
Daniel,11,16,Glorious land,"That is, Palestine (see on ch. 8:9). According to the view that the Romans are introduced in v. 14, the conquest of Palestine here described is believed to be that of Pompey, who, in 63 B.C., intervened in a dispute between the two brothers, Hyrcanus and Aristobulus, rivals to the throne of Judea. The defenders shut themselves behind the Temple defenses and for three months held out against the Romans. It was on this occasion that, according to Josephus (Antiquities xiv. 4. 4), Pompey lifted the veil and gazed upon the holy of holies, now empty, of course, for the ark had been hidden since the Exile (see on Jer. 37:10)."
Daniel,11,17,Upright ones,"Heb. yesharim. The meaning of the Hebrew of this passage is obscure. The phrase reads literally, “and upright [ones] with him and he shall make.” One attempt at the meaning is that which appears in the KJV. Other versions take yesharim as equivalent to mesharim, “uprightnesses,” or “equities.” Mesharim is used in v. 6 of an equitable agreement between the king of the north and the king of the south. If mesharim is the correct reading there may be a possible reference to the fact that when Ptolemy XI Auletes died in 51 B.C., he placed his two children, Cleopatra and Ptolemy XII, under the guardianship of Rome. The daughter of women. An unusual expression, possibly emphasizing the femininity of the woman referred to. Some have applied this expression to Cleopatra, the daughter of Ptolemy XI. She was placed under Roman guardianship in 51 B.C., and three years later became the mistress of Julius Caesar, who had invaded Egypt. After Julius Caesar was assassinated, Cleopatra turned her affections to Mark Antony, the rival of Caesar’s heir, Octavian. Octavian (later Augustus) defeated the combined forces of Cleopatra and Antony at Actium (31 B.C.). The next year Antony’s suicide (said by some to have been engineered by Cleopatra) opened the way for the new victor. Then Cleopatra, finding that she could not ingratiate herself with Octavian, committed suicide. With Cleopatra the Ptolemaic dynasty of Egypt ended, and from 30 B.C. onward Egypt was a province of the Roman Empire. Cleopatra’s devious career fits well the specifications of the final clause of this verse, for Cleopatra did not stand for Caesar, but for her own political interests."
Daniel,11,18,The isles,"Heb. ’iyyim, “sea lands,” or “sea coasts.” War in other parts of the empire drew Julius Caesar from Egypt. The party of Pompey was soon defeated on the coastlands of Africa. In Syria and Asia Minor, Caesar was successful against Pharnaces, king of the Cimmerian Bosporus. A prince. Heb. qaṣin, a man in authority generally, as in Isa. 1:10, or more specifically a military commander, as in Joshua 10:24. Without. The Hebrew of the last sentence of this verse is obscure. The following translation probably reflects the sense of this passage: “Indeed he shall turn his insolence back upon him” (RSV)."
Daniel,11,19,Stumble and fall,"In 44 B.C., Julius Caesar was assassinated in Rome."
Daniel,11,20,A raiser of taxes,"Heb. ma‘abir nogeś, literally, “one who causes an oppressor to pass through.” The participle nogeś, from the verb nagaṣ, “to oppress,” “to exact,” is used of Israel’s taskmasters in Egypt (Ex. 3:7) and of foreign oppressors (Isa. 9:4). The passage thus refers to a king who would send oppressors, or exactors, throughout his realm. Most commentators have understood the reference here to be to a taxgatherer, who to the average man in ancient times was the very embodiment of royal oppression. Luke 2:1 records that “it came to pass in those days, that there went out a decree from Caesar Augustus, that all the world should be taxed [literally, “enrolled,” or “registered,” see on Luke 2:1].” Augustus, who succeeded Julius Caesar, is regarded as having established the Roman Empire, and after a reign of more than 40 years died peacefully in his bed in A.D. 14."
Daniel,11,21,A vile person,"That is, one lightly esteemed or despised. Augustus was succeeded by Tiberius (A.D. 14–37). Certain historians maintain that there was a deliberate attempt by Suetonius, Seneca, and Tacitus to blacken the character of Tiberius. Doubtless the picture was overdrawn. Nevertheless sufficient factual evidence remains to show that Tiberius was an eccentric, misunderstood, and unloved person. They shall not give. Literally, “they did not give.” The Hebrew is better translated in the past tense. The reference is probably to the fact that Tiberius was not originally in line for succession to the throne, but became the son of Augustus by adoption, and was appointed heir to the empire only when he had reached middle life. Peaceably. When Augustus died, Tiberius ascended the throne peacefully. He was only the stepson of his predecessor, and his accession to the imperial dignity was to a considerable extent due to the maneuverings of his mother, Livia."
Daniel,11,22,Arms of a flood,"“Arms” denotes power, and here, particularly, military power (see vs. 6, 15). The picture is evidently that of floodlike armies of soldiers (see ch. 9:26). Tiberius was eminently successful in leading several military campaigns, both in Germany and in the East on the frontiers of Armenia and Parthia. Prince of the covenant. Identical with the Prince who confirms the covenant in ch. 9:25–27 (see ch. 8:11). That this was the Messiah, Jesus Christ, is clear from the prophecy of ch. 9. It was when Tiberius reigned (A.D. 14–37), and upon the order of his procurator of Judea, Pontius Pilate, that Jesus was crucified, in the year A.D. 31."
Daniel,11,23,After the league,"Some commentators have suggested that here Daniel goes back in point of time to the league of assistance and friendship arranged between the Jews and the Romans in 161 B.C. (see Josephus Antiquities xii. 10. 6). This view assumes that the Hebrew expression translated “time” in v. 24 designates a prophetic “time” of 360 years (see on chs. 7:25; 11:24). Others, who hold to the chronological continuity of the prophetic narrative of ch. 11, find a reference here to the Roman policy of arranging what today would be called mutual assistance pacts, as, for example, the league of assistance and friendship with the Jews. In these treaties the Romans recognized the participants as “allies,” and the treaties were intended, presumably, to protect and promote mutual interests. Rome thus appeared in the role of friend and protector, only to “work deceitfully” by turning these agreements to her own advantage. She often imposed the burdens of conquest on her “allies,” but usually reserved the rewards of conquest for herself. Eventually these “allies” were absorbed into the Roman Empire."
Daniel,11,24,For a time,"Heb. ‘ad–‘eth, “until a time.” This expression points to a [point of] time when the devices of the power here set forth were brought to an end. The word ‘eth, “time,” is here probably not to be taken as a specific period of time, nor as a period of prophetic time. The word translated “times” in chs. 4:16; 7:25 is the Aramaic ‘iddanin, and in ch. 12:7 the Heb. mo‘adim. ‘Ad–‘eth seems to point to a time at an undetermined distance from the speaker. The evil power was to work until that God-ordained limit was reached (see ch. 11:27; cf. ch. 12:1). Those who believe that prophetic time is here indicated see in the events narrated a reference to the period of time that the city of Rome would continue as the seat of the empire. The beginning date is considered to be 31 B.C., the year of the Battle of Actium, when Augustus waged a successful campaign against Mark Antony and Cleopatra. From 31 B.C., 360 years reach to A.D. 330, the year that the seat of the empire was moved from Rome to Constantinople. Some see in the statement of this verse a prediction of Roman policy toward the conquered regions of the empire. History records that the plunder of conquest was distributed generously among the nobility and army commanders, and that it was common practice for even the ordinary soldier to receive a grant of land in conquered regions. “For a time”—a considerable period of time, in fact—no “strong holds” were able to withstand the determined pressure of the invincible legions of Rome."
Daniel,11,25,Stir up his power,"According to one exposition referred to previously (see on v. 24), this verse refers to the struggle between Augustus and Antony, which culminated in the Battle of Actium, and the defeat of Antony."
Daniel,11,26,They that feed,"Some see a reference in this phrase to royal favorites. From the days of the early Caesars, palace intrigue marks the rise and fall of the emperors of Rome. In later years, particularly, when one army officer after another succeeded to the throne of the Caesars, often each at the price of the head of his predecessor, the prediction that royal favorites would rise and “destroy” those who had befriended them and that “many” would “fall down slain” as a result, met a singularly apt fulfillment. In the ancient Orient those who ate food provided by another person were expected to remain loyal to him. Overflow. The Syriac and the Vulgate read, “be washed,” or “be swept away” (see RSV). According to the exposition referred to above (v. 24), this verse describes the fate of Antony. When Cleopatra, frightened by the din of battle, withdrew from Actium, taking with her the 60 ships supplied by the Egyptian navy, Antony followed her and thereby conceded the victory to Augustus. Antony’s supporters went over to Augustus. Finally Antony committed suicide. According to those who emphasize the chronological continuity of the chapter (see on v. 23), the unstable political situation that plagued the empire between the reigns of Nero and Diocletian is here foretold."
Daniel,11,27,To do mischief,"Some see in this phrase a reference to the intrigues of Octavian (later Augustus) and Antony, both of them aspirants to universal control. Others see a reference to the struggle for power during the closing years of the reign of Diocletian (284–305) and during the years between the death of Diocletian and the time that Constantine the Great (306–337) succeeded in reuniting the empire (323 or 324). Time appointed. Evil men and their machinations can last only as long as God suffers them to continue. The true philosophy of history is demonstrated throughout the book of Daniel. God “doeth according to his will in the army of heaven, and among the inhabitants of the earth: and none can stay his hand” (ch. 4:35)."
Daniel,11,28,Then shall he return,"Some expositors see in this prediction a reference to the siege and destruction of Jerusalem by Titus in A.D. 70. Others, who hold to the chronological continuity of the prophetic narrative (see on v. 23), see a further description of the work of Constantine the Great. Against the holy covenant. Christ is spoken of as “prince of the covenant” (v. 22), and it is He who was to “confirm the covenant with many for one week” (ch. 9:27). That covenant is the plan of salvation, laid in eternity and confirmed by the historic act of Christ’s death. It seems reasonable, then, to understand the power here referred to as one which at heart would be in opposition to that plan, and to its outworking in the souls and lives of men. Some see specific reference here to the invasion of Judea by the Romans and to the capture and destruction of Jerusalem in A.D. 70. Others suggest that Constantine is the subject of the prediction. They observe that although Constantine professed conversion to the Christian faith, he was actually “against the holy covenant,” his objective being to make use of Christianity as an instrument for uniting the empire and solidifying his control over it. He extended great favors to the church, but in return expected the church to support his political policies."
Daniel,11,29,It shall not be,"According to the interpretation that the career of Constantine is here delineated, the following is suggested: In spite of all Constantine’s attempts to revive the former glory and power of the Roman Empire, his efforts at best met with only partial success. The former. The passage may be translated, “it shall not be as the former [time], so the latter.” Some believe the reference here is to the removal of the seat of the empire to Constantinople. This removal has been designated the signal of the downfall of the empire."
Daniel,11,30,Chittim,"The name Chittim, or Kittim, appears several times in the OT and later ancient Jewish writings, and is used in an interesting variety of ways. In Gen. 10:4 (see comments there; cf. 1 Chron. 1:7), Kittim is listed as a son of Javan and grandson of Japheth. The area occupied by Kittim’s descendants was probably Cyprus. The principal Phoenician city of Cyprus, on the southeast coast, was known in Phoenician as Kt, in Greek as Kition, and in Latin as Citium. Balaam makes the statement in his prophecy (Num. 24:24) that “ships shall come from the coast [direction] of Chittim, and shall afflict Asshur.” Some have applied this prediction to the overthrow of Persia in Mesopotamia by Alexander the Great, who came from the coastlands of the Mediterranean (see on Num. 24:24). The “isles of Chittim” of Jer. 2:10 and Eze. 27:6 apparently refer also to the Mediterranean coastlands. In Jewish literature outside the Bible the term appears in 1 Macc. 1:1 as descriptive of Macedonia. In addition, two of the Dead Sea scrolls contain the name. The forms ktyy ’shwr, “Kittim of Ashur” (Assyria), and hktyym bmṣrym, “the Kittim in Egypt,” appear in The War Between the Sons of Light and the Sons of Darkness. The designations may, perhaps, refer to the Seleucids and the Ptolemies—the kings of the north and south. The geographical association of the term Kittim with the Mediterranean coastlands appears to be entirely lost, and Kittim becomes a generalized term for the enemies of the Jews. The Habakkuk Commentary among the Dead Sea scrolls also mentions the Kittim. The author of this work believed that the prophecies of Habakkuk referred to the troubles of the Jews in his own day (probably about the middle of the 1st century B.C.). He interpreted Hab. 1:6–11, where the prophet describes the Chaldeans, as referring to the Kittim, who were despoiling the Jews in his time. In the historical context of that work the term probably means the Romans. See Vol. I, pp. 31–34. It is interesting in this connection to note that the LXX of Dan. 11:30, translated perhaps in the 2d century B.C., reads “Romans” rather than “Chittim.” It seems clear, therefore, that although the word Kittim originally referred to Cyprus and its inhabitants, it later was extended to include the Mediterranean coastlands to the west of Palestine, and still later it came to apply in general to foreign oppressors, whether they came from the south (Egypt), the north (Syria), or the west (Macedonia and Rome). In point of time of authorship the book of Daniel lies much nearer to the references in Jeremiah and Ezekiel than to those of post-Biblical origin, which, indeed, probably arose as an extension of Biblical usage. The phraseology of the present verse, however, is clearly reminiscent of Num. 24:24, where the reference is to conquerors from the west (see comments there). Although students of the Bible do not all agree as to the exact historical reference of the “Chittim” in this verse, it seems clear that in interpreting this passage, two thoughts should be kept in mind: first, that in Daniel’s day the word referred, geographically, to the lands and peoples to the west; and second, that the emphasis may already have been in process of shifting from the geographical meaning of the word to the thought of the Chittim as invaders and destroyers from any quarter. Some see in the “ships of Chittim” a reference to the barbarian hordes who invaded and broke up the Western Roman Empire. Covenant. See on v. 28. Some see in the indignation here described a reference to Rome’s efforts to destroy the holy covenant by the suppression of the Holy Scriptures and the oppression of those who believed in them."
Daniel,11,31,Stand,"That is, “stand up.” On his part. Heb. mimmennu, “from him.” This word modifies the subject rather than the verb of the clause: “Arms [forces] from him shall stand up”; that is, forces belonging to this power (see under “sanctuary of strength”) would rise up to carry out the work of profanation here described. Pollute. Heb. chalal, “to profane.” Although the translation “pollute” has the implication of uncleanness, the Hebrew word indicates, rather, that something sacred has been made common. Thus the word is used of profaning a stone altar by using a tool upon it (Ex. 20:25), and of desecrating the Sabbath (Ex. 31:14). It also describes the deeds of those who profaned God’s name by sacrificing children to a heathen god (Lev. 20:3). For comment on this revolting practice, see on Lev. 18:21. Sanctuary of strength. Literally, “the holy place, the refuge.” The words are in apposition. Some understand them to apply to the city of Rome, the seat of power in the ancient world, and thus “the sanctuary of strength.” Accordingly, the destructive attacks of barbarian powers are foretold. Others believe that the heavenly sanctuary is the subject under consideration here. The Heb. ma‘oz, translated “strength,” is from the verb ‘azaz, “to be strong,” and is used repeatedly in this chapter (vs. 7, 10, 19, 38, 39), though not uniformly translated. The earthly sanctuary in Jerusalem was surrounded by fortifications. The heavenly sanctuary, where Christ pleads His blood on behalf of sinners, is the pre-eminent place of refuge. Accordingly, this passage has been understood to describe the action of the great apostate power in Christian history that substituted a false sacrifice and ministration for the true sacrifice of Christ and His ministration as high priest in the heavenly sanctuary. Daily. See on ch. 8:11. Abomination that maketh desolate. The work of the papacy is here delineated. This is the first time this expression occurs in the book of Daniel, although similar words appear in the clause “for the overspreading of abominations he shall make it desolate” (ch. 9:27). In the LXX this clause is rendered, “upon the temple abomination of desolations.” Christ’s words concerning the “abomination of desolation” (Matt. 24:15) may be considered as applying particularly to this earlier reference in Dan. 9:27 rather than to Dan. 11:31. Speaking of the impending destruction of Jerusalem, which took place in A.D. 70, Jesus identified the Roman armies surrounding the city as “the abomination of desolation, spoken of by Daniel the prophet” (Matt. 24:15; cf. Luke 21:20). In view of the fact that Dan. 9:27 is part of the angel’s explanation of Dan. 8:11–13, the natural conclusion is that Dan. 8:11–13 is a blended prophecy (similar to that of Matt. 24; see DA 628) that applies both to the destruction of the Temple and Jerusalem by the Romans and to the work of the papacy in the Christian centuries. It should further be noted that Jesus’ explicit reference to the work of the “abomination of desolation” as yet future in His time makes it certain that Antiochus Epiphanes did not meet the specifications of the prophecy. See further on Dan. 8:25."
Daniel,11,32,Covenant,"See on v. 28. He. That is, the papacy. Flatteries. Heb. chalaqqoth, “smooth, slippery things” (see ch. 8:25). It has ever been Satan’s method to make his way appear easier than God’s. Throughout Christian history God’s own people have clung to the road described by Christ when He said, “Narrow is the way, which leadeth unto life” (Matt. 7:14). Do exploits. Heb. ‘aśah, “to do,” “to make,” “take action” (RSV). As in v. 28, “exploits” is a supplied word. This passage doubtless refers to those who, within lands under the jurisdiction of Rome and beyond, resisted the papal encroachments and maintained a bright faith as, for example, the Waldenses, the Albigenses, and others. The true church is distinguished not only in that God’s people react against sin by withstanding temptation, but even more in that they carry forward a positive program of action for Him. Christianity cannot be passive. Every child of God has a commission to perform."
Daniel,11,33,Shall instruct many,"Christ’s commission, “Go ye therefore, and teach all nations” (Matt. 28:19) is as imperative in times of persecution as it is in periods of peace, and often proves more effective at such times. Fall. During the centuries in which God’s true people were most bitterly persecuted, those fearless enough to stand forth and bear witness to their convictions were made the particular objects of destruction. Many days. The Hebrew text, the LXX, and Theodotion’s version read simply “days.” There are some Hebrew manuscripts, however, that do contain the word rabbim, “many.” The period referred to is apparently the same as the 1260 days of Dan. 7:25; 12:7 and Rev. 12:6, 14; 13:5; the time during which the power of apostasy most blatantly blasphemed God, exercised its usurped authority, and persecuted those who dissented from its authority (see on Dan. 7:25)."
Daniel,11,34,A little help,"Although in His wisdom God has not always seen fit to deliver His saints from death, every martyr for Him has had the opportunity to know that his life was “hid with Christ in God” (Col. 3:3). Throughout the bitter days of apostasy and persecution described in Dan. 11:33, God repeatedly sent His sorely pressed people “a little help” in the person of leaders who spoke forth in the darkness, calling for a return to the principles of Scripture. Among such were the Waldensian ministers of the 12th century onward, John Wyclif of England in the 14th century, and John Huss and Jerome of Prague in the 15th century. In the 16th century the tremendous upheaval in the political, economic, social, and religious life of Europe, which in its spiritual phase made possible the Protestant Reformation, opened the way for many more voices to be added to the faithful ones heard during previous generations."
Daniel,11,35,Make them white,"At times God allows His children to suffer, even to the point of death, that their characters may be purified and made fit for heaven. Even Christ “learned … obedience by the things which he suffered” (Heb. 5:8). Compare Rev. 6:11. Time of the end. Heb. ‘eth qeṣ. This expression occurs elsewhere in chs. 8:17; 11:40; 12:4, 9. In the context of ch. 11:35 ‘eth qeṣ seems to be definitely related to the 1260 years, as marking the end of that period. When these Scripture passages are compared with DA 234; 5T 9, 10; GC 356, it becomes clear that the year A.D. 1798 marked the beginning of the “time of the end.” A time appointed. Heb. mo‘ed, from the verb ya‘ad, “to appoint,” Mo‘ed, a common Hebrew word, was applied to Israel’s appointed meetings with God (Ex. 23:15; see on Lev. 23:2). The word was used both for the time of meeting (Hosea 12:9) and for the place of meeting (Ps. 74:8). In Dan. 11:35 the idea of time is intended. Even more important is the fact that it is an appointed time. “The time of the end” is an appointed time in God’s program of events."
Daniel,11,36,The king,"Among Adventist expositors two views concerning the interpretation of vs. 36–39 have generally been held. One interpretation identifies the power described here as revolutionary France in the year 1789 and following. The other interpretation holds that the power delineated here is the same apostate, persecuting power described in the preceding verses. Those who understand “the king” to refer to the power of France during the Revolution emphasize that it must be a new power that is introduced here, because it appears immediately after the mention of the “time of the end” and because, presumably, it must fulfill certain specifications that have not been stated concerning the power depicted in the previous verses, particularly that its willfulness will be manifested in the direction of atheism. It is, of course, a fact of common historical knowledge that the guiding philosophy of the French Revolution was not only anticlerical but atheistic as well, and that this philosophy had far-reaching effects on 19th- and even 20th-century thought. Furthermore, that revolution and its aftermath mark the close of the 1260-year period of prophecy. Those who believe that “the king” of this verse is the power depicted in v. 32, point to the fact that in the Hebrew the definite article precedes the word “king.” This would seem to imply that the ruler here brought to view has already been referred to. They contend that the reference to “the time of the end” in v. 35 may point forward and does not necessarily indicate that vs. 36–39 are to be put exclusively after the beginning of that time in 1798 (see on v. 35), especially inasmuch as not until v. 40 is an event specifically said to occur “at the time of the end.” They understand the description of the power in vs. 36–39 to indicate, not atheism, but rather an attempt to supplant all other religious power. Those who hold this view also call attention to the parallelism of chs. 2; 7; 8–9. They conclude that ch. 11 may be expected to carry out the same parallel, and that it is concerned with the culmination of the same apostate power depicted in the other prophecies of the book of Daniel. Magnify himself. According to the view that France is here described, these words are understood to describe the excesses of atheism indulged in by some of the more radical leaders of the Revolution. As an example of this, on Nov. 26, 1793, the Commune, or governing body, of the city of Paris took official action abolishing all religion in the capital of France. Although this action was reversed by the National Assembly a few days later, it nevertheless illustrates the influence to which atheism attained during that period. Those who understand these verses to apply to the great apostate power of Christian history, consider this passage parallel to Dan. 8:11, 25; 2 Thess. 2:4; Rev. 13:2, 6; 18:7. They see the prediction of the present verse fulfilled in the papal claim that the pope is the vicegerent of Christ on earth, in the power claimed for the priesthood, and in “the power of the keys”—the claimed authority to open and close heaven to men. Speak marvellous things. According to the view that France is the subject under consideration, this clause refers to the boastful words of the revolutionists who abolished all religion and set up the worship of the Goddess of Reason. When later the worship of the Supreme Being was introduced the reactionaries made clear that he was not to be identified with the God of the Christian religion. On the fulfillment of this passage according to the view that the papacy is here under consideration see on ch. 7:11, 25; cf. 2 Thess. 2:4; Rev. 13:5, 6."
Daniel,11,37,Desire of women,"Those who believe that France is the power here described see a fulfillment of this passage in the declaration of the revolutionists that marriage was a mere civil contract, that without further formality it could be broken at will by the parties concerned. Those who believe that the papacy is here described see a possible reference to the regard paid to celibacy and virginity by that power. Nor regard any god. According to one position the words apply to the atheistic power in revolutionary France that attempted to abolish all religion in that country (see on v. 36). According to the other position the words are to be understood in a comparative sense; that is, the power here portrayed is not atheistic, but considers itself to be a spokesman for God and does not regard God as He should be regarded. It blasphemously seeks to put itself in His place (see 2 Thess. 2:4)."
